Text,Text-MM,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_MM_Cleaned
I'm so annoyed at myself for procrastinating on this project. Now I'm stressed.,ဒီပရောဂျက်အတွက် အချိန်ဆွဲနေမိတဲ့အတွက် ကိုယ့်ကိုယ်ကို အရမ်းစိတ်ညစ်မိတယ်။ အခု စိတ်ဖိစီးနေပြီ။,Negative,2024-03-14 10:25:00,SelfAnnoyed,Twitter,#Procrastination #Stress,9.0,33.0,Australia,2024,3,14,10.0,neutral
I hate when you're excited for something and then it gets canceled last minute.,တစ်ခုခုအတွက် စိတ်လှုပ်ရှားနေတုန်း နောက်ဆုံးမိနစ်မှာ ဖျက်သိမ်းခံရတာကို မုန်းတယ်။,Negative,2024-03-14 19:45:00,ExcitedThenSad,Instagram,#CanceledPlans #Disappointed,4.0,17.0,India,2024,3,14,19.0,neutral
The Wi-Fi in this café is so slow. I can't get any work done.,ဒီကော်ဖီဆိုင်က Wi-Fi က အရမ်းနှေးတယ်။ ဘာအလုပ်မှ လုပ်လို့မရဘူး။,Negative,2024-03-15 13:20:00,CafeWorker,Facebook,#SlowWiFi #CafeStruggles,2.0,9.0,USA,2024,3,15,13.0,neutral
"I feel like I'm always the one apologizing, even when it's not my fault.",ကျွန်တော်က အမြဲတမ်း တောင်းပန်နေရတဲ့သူလိုပဲ၊ ကျွန်တော့်အမှားမဟုတ်တဲ့အခါတောင်မှ။,Negative,2024-03-15 17:55:00,AlwaysApologizing,Twitter,#Apologizing #Guilt,7.0,26.0,Canada,2024,3,15,17.0,negative
My new jeans are already too tight. I must have put on weight.,ဂျင်းဘောင်းဘီအသစ်က တင်းကျပ်လွန်းနေပြီ။ ကိုယ်အလေးချိန်တက်သွားတာ ဖြစ်မယ်။,Negative,2024-03-16 11:15:00,TightJeans,Instagram,#JeansProblems #WeightGain,3.0,14.0,UK,2024,3,16,11.0,neutral
I hate the feeling of being judged. It makes me so self-conscious.,အကဲဖြတ်ခံရတဲ့ ခံစားချက်ကို မုန်းတယ်။ ဒါက ကျွန်တော့်ကို ကိုယ့်ကိုယ်ကို အရမ်းသတိရှိစေတယ်။,Negative,2024-03-16 20:30:00,JudgedFeeling,Facebook,#FeelingJudged #Anxiety,5.0,19.0,Australia,2024,3,16,20.0,positive
I'm so tired of the constant notifications on my phone. I need a digital detox.,ဖုန်းပေါ်က အဆက်မပြတ် အသိပေးချက်တွေကို အရမ်းငြီးငွေ့နေပြီ။ ဒစ်ဂျစ်တယ် အဆိပ်ဖြေဖို့ လိုအပ်တယ်။,Negative,2024-03-17 09:45:00,NotificationFatigue,Twitter,#DigitalDetox #Overwhelmed,8.0,28.0,India,2024,3,17,9.0,negative
"I feel like I'm failing at everything right now. Work, relationships, life in general.",အခုချိန် အရာအားလုံးမှာ ကျရှုံးနေသလို ခံစားရတယ်။ အလုပ်၊ ဆက်ဆံရေး၊ ယေဘုယျအားဖြင့် ဘဝ။,Negative,2024-03-17 18:10:00,FailingAtLife,Facebook,#FeelingLikeAFailure #Struggle,12.0,41.0,USA,2024,3,17,18.0,neutral
The movie theater was so crowded and loud. I couldn't even enjoy the film.,ရုပ်ရှင်ရုံက လူအရမ်းစည်ကားပြီး ဆူညံတယ်။ ရုပ်ရှင်ကိုတောင် မခံစားနိုင်ခဲ့ဘူး။,Negative,2024-03-18 21:40:00,MovieRuined,Instagram,#CrowdedTheater #LoudAudience,4.0,15.0,Canada,2024,3,18,21.0,neutral
I'm so frustrated with this jigsaw puzzle. I've been stuck on the same part for an hour.,ဒီဂျစ်ဆော့ပဟေဠိအတွက် အရမ်းစိတ်ပျက်နေတယ်။ တစ်နာရီကြာအောင် တစ်နေရာတည်းမှာ ညပ်နေတယ်။,Negative,2024-03-18 16:25:00,PuzzleFrustration,Twitter,#JigsawPuzzle #Stuck,1.0,6.0,UK,2024,3,18,16.0,neutral
I hate when I'm in a good mood and then something small ruins it. The smallest things can set me off.,ကျွန်တော် စိတ်ကောင်းနေချိန် သေးငယ်တဲ့ အရာတစ်ခုက ဒါကို ပျက်စီးစေတာကို မုန်းတယ်။ အသေးအမွှားတွေက ကျွန်တော့်ကို စိတ်ဆိုးစေနိုင်တယ်။,Negative,2024-03-19 14:50:00,MoodRuined,Facebook,#MoodSwings #Annoyed,5.0,18.0,Australia,2024,3,19,14.0,neutral
I have a headache and the light is too bright. Everything is too much right now.,ခေါင်းကိုက်နေတယ်၊ အလင်းရောင်က အရမ်းတောက်တယ်။ အခုချိန် အရာအားလုံးက အရမ်းများနေပြီ။,Negative,2024-03-19 22:30:00,SensoryOverload,Twitter,#Headache #Overstimulated,2.0,11.0,India,2024,3,19,22.0,neutral
I'm so sick of people not cleaning up after their dogs. It's disgusting and disrespectful.,လူတွေက သူတို့ခွေးတွေရဲ့နောက်က သန့်ရှင်းရေးမလုပ်တာကို တကယ်ငြီးငွေ့နေပြီ။ ဒါက စက်ဆုပ်စရာကောင်းပြီး မရိုမသေဖြစ်တယ်။,Negative,2024-03-20 10:10:00,CleanParkAdvocate,Facebook,#DogWaste #Rude,6.0,23.0,USA,2024,3,20,10.0,neutral
I feel like my life lacks purpose. I'm just existing.,ကျွန်တော့်ဘဝမှာ ရည်ရွယ်ချက် ကင်းမဲ့နေသလို ခံစားရတယ်။ ကျွန်တော် ရှင်သန်နေရုံပဲ။,Negative,2024-03-20 19:55:00,PurposeSearch,Twitter,#ExistentialCrisis #LackOfPurpose,9.0,35.0,Canada,2024,3,20,19.0,neutral
I accidentally liked a post from years ago while stalking someone's profile. So embarrassing.,တစ်ယောက်ယောက်ရဲ့ ပရိုဖိုင်ကို လိုက်ကြည့်ရင်း လွန်ခဲ့တဲ့နှစ်တွေက ပို့စ်တစ်ခုကို မတော်တဆ like လုပ်မိသွားတယ်။ အရမ်းရှက်စရာကောင်းတယ်။,Negative,2024-03-21 12:20:00,StalkingFail,Instagram,#LikeFail #Awkward,3.0,13.0,UK,2024,3,21,12.0,neutral
I'm so tired of making decisions. I just want someone to tell me what to do for once.,ဆုံးဖြတ်ချက်တွေချရတာ အရမ်းပင်ပန်းနေပြီ။ တစ်ခါလောက်တော့ ကျွန်တော့်ကို ဘာလုပ်ရမလဲဆိုတာ တစ်ယောက်ယောက် ပြောပြစေချင်တယ်။,Negative,2024-03-21 16:45:00,DecisionFatigue,Facebook,#DecisionFatigue #Tired,4.0,16.0,Australia,2024,3,21,16.0,negative
I have a papercut and it stings so much more than it should.,စက္ကူဒဏ်ရာတစ်ခု ရထားတယ်၊ ဒါက ထင်ထားတာထက် အများကြီး ပိုနာတယ်။,Negative,2024-03-22 09:35:00,PapercutVictim,Twitter,#Papercut #SmallPain,1.0,4.0,India,2024,3,22,9.0,neutral
I'm feeling really nostalgic and it's making me sad. I miss the past.,တကယ်ကို အတိတ်ကိုတမ်းတမိနေတယ်၊ ဒါက ကျွန်တော့်ကို ဝမ်းနည်းစေတယ်။ အတိတ်ကို လွမ်းတယ်။,Negative,2024-03-22 18:30:00,NostalgicSad,Instagram,#Nostalgia #MissingThePast,7.0,25.0,USA,2024,3,22,18.0,neutral
I hate when my phone battery is at 1% and I'm nowhere near a charger.,ဖုန်းဘက်ထရီ ၁% ရှိတော့မယ်၊ ကျွန်တော် အားသွင်းကြိုးနဲ့ ဝေးရာမှာ ရှိနေတာကို မုန်းတယ်။,Negative,2024-03-23 15:15:00,BatteryPanic,Facebook,#BatteryLow #Panic,2.0,8.0,Canada,2024,3,23,15.0,negative
I'm so annoyed by people who talk during movies at the cinema. Just be quiet.,ရုပ်ရှင်ရုံမှာ ရုပ်ရှင်ကြည့်တုန်း စကားပြောတဲ့သူတွေကို အရမ်းစိတ်ညစ်တယ်။ တိတ်တိတ်လေးနေပါ။,Negative,2024-03-23 20:50:00,ShushTheater,Twitter,#MovieTheater #Shush,5.0,20.0,UK,2024,3,23,20.0,neutral
I feel like I have no control over my life right now. Everything is just happening to me.,အခုချိန် ကျွန်တော့်ဘဝအပေါ် ထိန်းချုပ်မှု မရှိဘူးလို့ ခံစားရတယ်။ အရာအားလုံးက ကျွန်တော့်အပေါ် ဖြစ်ပျက်နေတာပဲ။,Negative,2024-03-24 11:40:00,NoControl,Instagram,#OutOfControl #Helpless,8.0,30.0,Australia,2024,3,24,11.0,negative
I'm trying to learn a new skill and I'm just not getting it. It's so discouraging.,ကျွမ်းကျင်မှုအသစ်တစ်ခု သင်ယူဖို့ ကြိုးစားနေတယ်၊ နားမလည်နိုင်ဘူး။ အရမ်းစိတ်ပျက်စရာကောင်းတယ်။,Negative,2024-03-24 14:25:00,LearningStruggle,Facebook,#NewSkill #Frustration,4.0,15.0,India,2024,3,24,14.0,neutral
The smell of garbage is coming from somewhere and I can't find the source. It's driving me crazy.,အမှိုက်နံ့တစ်ခု တစ်နေရာရာက လာနေတယ်၊ အရင်းအမြစ်ကို ရှာမတွေ့ဘူး။ ဒါက ကျွန်တော့်ကို ရူးသွပ်စေတယ်။,Negative,2024-03-25 17:10:00,SmellHunter,Twitter,#BadSmell #Annoying,1.0,6.0,USA,2024,3,25,17.0,neutral
I feel like I'm always cleaning up after other people. It's exhausting.,ကျွန်တော်က တခြားလူတွေရဲ့နောက်က အမြဲတမ်း သန့်ရှင်းရေးလုပ်နေရသလိုပဲ။ အရမ်းပင်ပန်းတယ်။,Negative,2024-03-25 21:55:00,AlwaysCleaning,Facebook,#CleaningUpAfterOthers #Tired,6.0,22.0,Canada,2024,3,25,21.0,neutral
I'm so tired of toxic positivity. Sometimes it's okay to not be okay.,အဆိပ်သင့်တဲ့ အကောင်းမြင်စိတ်ကို အရမ်းငြီးငွေ့နေပြီ။ တစ်ခါတလေ ကောင်းကောင်းမနေဖို့က အဆင်ပြေပါတယ်။,Negative,2024-03-26 10:05:00,ToxicPositivityHater,Twitter,#ToxicPositivity #RealEmotions,5.0,27.0,UK,2024,3,26,10.0,negative
I ordered a new book online and it arrived with a bent cover. So disappointing.,အွန်လိုင်းက စာအုပ်အသစ်တစ်အုပ် မှာတယ်၊ အဖုံးကွေးနေတဲ့အနေအထားနဲ့ ရောက်လာတယ်။ အရမ်းစိတ်ပျက်စရာကောင်းတယ်။,Negative,2024-03-26 13:40:00,BookDamage,Instagram,#DamagedBook #Disappointed,2.0,9.0,Australia,2024,3,26,13.0,neutral
I feel like I'm being ghosted by someone I was talking to. The silence is the worst.,ကျွန်တော်စကားပြောနေတဲ့သူတစ်ယောက် ကျွန်တော့်ကို ဖြတ်တောက်ပစ်သလို ခံစားရတယ်။ တိတ်ဆိတ်မှုက အဆိုးဆုံးပဲ။,Negative,2024-03-27 18:20:00,GhostedFeelings,Facebook,#Ghosting #SilenceHurts,7.0,24.0,India,2024,3,27,18.0,neutral
I hate the feeling of wet hair on my neck after a shower. I need to dry it immediately.,ရေချိုးပြီးနောက် လည်ပင်းပေါ်က စိုစွတ်နေတဲ့ ဆံပင်တွေရဲ့ ခံစားချက်ကို မုန်းတယ်။ ချက်ချင်း အခြောက်ခံဖို့ လိုတယ်။,Negative,2024-03-27 20:45:00,WetHairHater,Twitter,#WetHair #SensoryIssue,1.0,5.0,USA,2024,3,27,20.0,negative
I have to attend a family gathering this weekend and I'm already dreading it.,ဒီစနေ၊ တနင်္ဂနွေ မိသားစုစုဝေးပွဲတစ်ခုကို တက်ရောက်ရမယ်၊ အခုကတည်းက ကြောက်ရွံ့နေပြီ။,Negative,2024-03-28 09:30:00,FamilyDread,Instagram,#FamilyGathering #Dread,4.0,18.0,Canada,2024,3,28,9.0,neutral
